facility_id,state,condition_name,measure_name,risk_tier,penalty_flag,readmission_rate,penalty_cost,risk_score,improvement_rate,excess_readmission_ratio,hospital_rank_in_state,recommended_action,priority_level
390153,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,102.11,2228.81,51.9,2.23,1.0223,35,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390153,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,95.73,0.00,46.6,-4.13,0.9587,91,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390153,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,88.32,0.00,40.6,-11.33,0.8867,58,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390153,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,97.82,0.00,48.3,-2.03,0.9797,68,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390156,PA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.25,0.00,48.7,-1.58,0.9842,53,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390156,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.03,4147.79,53.5,4.15,1.0415,20,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390156,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,109.79,9944.71,58.3,9.95,1.0995,7,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390156,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,106.75,6906.33,55.8,6.91,1.0691,17,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390160,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,100.44,579.69,50.5,0.58,1.0058,57,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390160,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,100.73,879.53,50.7,0.88,1.0088,42,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390162,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,103.06,3178.31,52.7,3.18,1.0318,28,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390162,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,98.90,0.00,49.2,-0.96,0.9904,72,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390162,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,96.12,0.00,46.9,-3.74,0.9626,87,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390163,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,103.34,3458.16,52.9,3.46,1.0346,25,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390163,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,92.54,0.00,43.9,-7.33,0.9267,103,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390163,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,111.03,11194.05,59.3,11.20,1.112,6,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390164,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,104.90,5077.30,54.2,5.08,1.0508,19,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390164,PA,CABG,READM-30-CABG-HRRP,HIGH,t,120.50,20708.98,67.3,20.72,1.2072,1,URGENT: Implement cardiac rehab referral at discharge. Schedule cardiology follow-up within 7 days.,1
390164,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,101.53,1649.12,51.4,1.65,1.0165,41,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390164,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.26,1409.25,51.2,1.41,1.0141,44,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390164,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,89.48,0.00,41.5,-10.16,0.8984,56,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390164,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,91.54,0.00,43.1,-8.32,0.9168,112,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390168,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,101.93,2108.88,51.8,2.11,1.0211,39,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390168,PA,CABG,READM-30-CABG-HRRP,MEDIUM,t,103.14,3318.23,52.8,3.32,1.0332,18,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390168,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,103.77,3887.93,53.2,3.89,1.0389,22,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390168,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,93.49,0.00,44.7,-6.38,0.9362,99,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390168,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,94.38,0.00,45.4,-5.48,0.9452,102,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390173,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,100.10,279.85,50.2,0.28,1.0028,43,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390173,PA,COPD,READM-30-COPD-HRRP,LOW,f,97.54,0.00,48.0,-2.35,0.9765,80,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390173,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,107.52,7665.92,56.4,7.67,1.0767,17,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390173,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,102.39,2798.51,52.3,2.80,1.028,31,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390173,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,99.42,0.00,49.6,-0.43,0.9957,50,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390174,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,106.94,7126.21,55.9,7.13,1.0713,10,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390174,PA,CABG,READM-30-CABG-HRRP,MEDIUM,t,111.81,12003.62,60.0,12.01,1.1201,7,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390174,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,113.63,13752.68,61.5,13.76,1.1376,4,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390174,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,109.08,9235.09,57.7,9.24,1.0924,12,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390174,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,133.88,34391.71,78.7,34.41,1.3441,2,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
390174,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,91.57,0.00,43.1,-8.29,0.9171,111,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390178,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,101.35,1459.22,51.2,1.46,1.0146,45,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390178,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,98.34,0.00,48.7,-1.52,0.9848,76,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390178,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,104.19,4607.55,53.8,4.61,1.0461,29,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390178,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,101.43,1579.16,51.3,1.58,1.0158,36,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390179,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,103.89,4067.84,53.4,4.07,1.0407,23,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390179,PA,CABG,READM-30-CABG-HRRP,MEDIUM,t,107.35,7535.99,56.3,7.54,1.0754,13,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390179,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,100.58,689.63,50.6,0.69,1.0069,53,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390179,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,96.05,0.00,46.8,-3.81,0.9619,87,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390179,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,97.06,0.00,47.9,-2.55,0.9745,38,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390179,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,91.44,0.00,43.0,-8.42,0.9158,113,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390180,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,102.43,2608.61,52.2,2.61,1.0261,35,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390180,PA,COPD,READM-30-COPD-HRRP,LOW,f,97.58,0.00,48.1,-2.31,0.9769,79,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390180,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.11,3258.27,52.7,3.26,1.0326,29,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390180,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,98.19,0.00,48.6,-1.66,0.9834,63,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390183,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.16,4277.72,53.6,4.28,1.0428,18,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390183,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,108.40,8555.45,57.1,8.56,1.0856,15,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390183,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,94.86,0.00,45.8,-5.00,0.95,99,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390185,PA,COPD,READM-30-COPD-HRRP,LOW,f,97.86,0.00,48.3,-2.03,0.9797,76,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390185,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,88.95,0.00,40.9,-10.92,0.8908,110,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390185,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,92.83,0.00,44.3,-6.79,0.932,50,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390185,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,94.41,0.00,45.5,-5.45,0.9455,101,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390195,PA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.02,0.00,48.5,-1.81,0.9819,55,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390195,PA,CABG,READM-30-CABG-HRRP,LOW,f,98.80,0.00,49.2,-1.02,0.9898,29,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390195,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,103.53,3648.06,53.0,3.65,1.0365,24,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390195,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,91.96,0.00,43.4,-7.91,0.9209,105,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390195,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,119.90,20369.17,67.0,20.38,1.2038,11,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
390195,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,107.17,7326.10,56.1,7.33,1.0733,14,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390198,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,102.05,2198.83,51.8,2.20,1.022,39,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390198,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,103.53,3678.04,53.1,3.68,1.0368,28,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390199,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,99.50,0.00,49.7,-0.36,0.9964,66,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390199,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,100.20,349.81,50.3,0.35,1.0035,45,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390201,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,108.24,8425.52,57.0,8.43,1.0843,8,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390201,PA,CABG,READM-30-CABG-HRRP,MEDIUM,t,102.43,2608.61,52.2,2.61,1.0261,20,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390201,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,103.57,3688.04,53.1,3.69,1.0369,23,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390201,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,93.49,0.00,44.7,-6.38,0.9362,99,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390201,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,124.29,24776.82,70.7,24.79,1.2479,8,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
390201,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,105.04,5197.24,54.3,5.20,1.052,23,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390203,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,109.76,9944.71,58.3,9.95,1.0995,6,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390203,PA,CABG,READM-30-CABG-HRRP,MEDIUM,t,113.02,13212.97,61.0,13.22,1.1322,4,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390203,PA,COPD,READM-30-COPD-HRRP,LOW,f,94.71,0.00,45.7,-5.18,0.9482,96,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390203,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,102.69,2838.49,52.4,2.84,1.0284,34,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390203,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,104.91,5327.17,54.4,5.33,1.0533,25,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390203,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,100.78,929.51,50.8,0.93,1.0093,40,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390204,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,102.05,2228.81,51.9,2.23,1.0223,38,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390204,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,100.60,709.62,50.6,0.71,1.0071,52,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390204,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,91.90,0.00,43.4,-7.97,0.9203,106,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390204,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,97.34,0.00,47.9,-2.52,0.9748,77,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390211,PA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,97.97,0.00,48.5,-1.86,0.9814,56,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390211,PA,COPD,READM-30-COPD-HRRP,LOW,f,97.16,0.00,47.7,-2.73,0.9727,84,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390211,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,104.32,4467.62,53.7,4.47,1.0447,25,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390211,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,98.39,0.00,49.0,-1.22,0.9878,34,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390211,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,97.58,0.00,48.1,-2.27,0.9773,71,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390217,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,102.13,2248.80,51.9,2.25,1.0225,34,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390217,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,100.54,679.64,50.6,0.68,1.0068,55,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390217,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,93.64,0.00,44.8,-6.22,0.9378,104,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390219,PA,COPD,READM-30-COPD-HRRP,LOW,f,99.33,0.00,49.5,-0.56,0.9944,64,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390219,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,99.55,0.00,49.7,-0.31,0.9969,65,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390219,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,96.58,0.00,47.5,-3.04,0.9696,40,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390219,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,97.13,0.00,47.7,-2.73,0.9727,79,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390222,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,100.26,439.77,50.4,0.44,1.0044,42,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390222,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,102.50,2618.61,52.2,2.62,1.0262,30,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390222,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,94.23,0.00,45.3,-5.63,0.9437,97,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390222,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,130.74,31243.38,76.1,31.26,1.3126,3,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
390222,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,97.49,0.00,48.0,-2.37,0.9763,75,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390223,PA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.47,0.00,48.9,-1.36,0.9864,52,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390223,PA,CABG,READM-30-CABG-HRRP,LOW,f,98.16,0.00,48.6,-1.66,0.9834,31,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390223,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,105.15,5267.20,54.4,5.27,1.0527,13,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390223,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,88.23,0.00,40.3,-11.64,0.8836,111,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390223,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,78.21,0.00,32.1,-21.48,0.7852,67,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390223,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,103.05,3198.30,52.7,3.20,1.032,31,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390225,PA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,90.82,0.00,42.5,-9.02,0.9098,78,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390225,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,101.60,1719.09,51.4,1.72,1.0172,40,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390225,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,83.87,0.00,36.7,-16.01,0.8399,113,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390225,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,97.53,0.00,48.1,-2.33,0.9767,74,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390226,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,99.93,109.94,50.1,0.11,1.0011,45,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390226,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,102.21,2328.76,51.9,2.33,1.0233,32,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390226,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,102.99,3138.33,52.6,3.15,1.0314,32,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390226,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,89.54,0.00,41.6,-10.10,0.899,54,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390226,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,100.43,579.69,50.5,0.58,1.0058,43,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390228,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,105.73,5916.85,54.9,5.92,1.0592,15,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390228,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,106.71,6826.37,55.7,6.83,1.0683,10,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390228,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,109.21,9365.02,57.8,9.37,1.0937,9,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390228,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,86.44,0.00,39.0,-13.22,0.8678,61,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390228,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,90.83,0.00,42.5,-9.04,0.9096,114,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390231,PA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.09,0.00,48.6,-1.74,0.9826,54,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390231,PA,CABG,READM-30-CABG-HRRP,LOW,f,97.81,0.00,48.3,-2.02,0.9798,32,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390231,PA,COPD,READM-30-COPD-HRRP,MEDIUM,t,103.02,3138.33,52.6,3.14,1.0314,29,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
390231,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,112.12,12273.47,60.2,12.28,1.1228,2,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390231,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,104.77,5187.24,54.3,5.19,1.0519,26,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390231,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,115.93,16091.44,63.4,16.10,1.161,1,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390233,PA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,111.85,12043.59,60.0,12.05,1.1205,3,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
390233,PA,COPD,READM-30-COPD-HRRP,LOW,f,99.77,0.00,49.9,-0.12,0.9988,61,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390233,PA,Heart Failure,READM-30-HF-HRRP,LOW,f,96.26,0.00,47.0,-3.60,0.964,85,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390233,PA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,94.25,0.00,45.5,-5.37,0.9463,46,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390233,PA,Pneumonia,READM-30-PN-HRRP,LOW,f,94.97,0.00,45.9,-4.89,0.9511,97,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390237,PA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,96.61,0.00,47.3,-3.22,0.9678,62,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390237,PA,CABG,READM-30-CABG-HRRP,LOW,f,97.74,0.00,48.3,-2.09,0.9791,34,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390237,PA,COPD,READM-30-COPD-HRRP,LOW,f,98.73,0.00,49.0,-1.16,0.9884,70,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390237,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,103.00,3148.33,52.6,3.15,1.0315,31,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
390237,PA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,107.74,7895.80,56.6,7.90,1.079,12,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
390256,PA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,96.21,0.00,47.0,-3.62,0.9638,63,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390256,PA,CABG,READM-30-CABG-HRRP,LOW,f,94.29,0.00,45.4,-5.54,0.9446,36,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390256,PA,COPD,READM-30-COPD-HRRP,LOW,f,95.42,0.00,46.3,-4.47,0.9553,91,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
390256,PA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,101.03,1179.37,51.0,1.18,1.0118,49,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
